id	filename	md5	size	state
0537ed83-8981-499f-b324-2000bd8c8805	726cf3ab-f1b8-46d4-a280-1cc8de28a00b_gdc_realn_rehead.bam	588c15880eac809cd8889eea3584640e	10958286509	validated
056b2c6b-fab6-42ff-ae28-96db4fb56ea6	05851bad-8fb3-43d7-b802-f4c77fdbbb73_gdc_realn_rehead.bam	7d4f3edec76b2002f36720685a78964a	9174517508	validated
05a1c321-c48b-4589-b94a-2eda419c988f	d9856c27-e763-45f2-8979-ad03b60517fb_gdc_realn_rehead.bam	5919580732c53f79170ccd8f5587057e	12492304391	validated
069a5669-8b39-4556-b337-919089fb00a2	9ef6783f-da83-4a66-9283-64bc996d0871_gdc_realn_rehead.bam	a45b779c5f8ee3f86e56d13d40f0ef37	5093218762	validated
06b45ce4-8ff5-4036-9d7a-a5029f79cee9	ee511809-429b-4dc9-a4bf-f95c4d61e5f6_gdc_realn_rehead.bam	eb803c7d271c1452f35070517b46a4e3	8363539029	validated
06d5da85-76f1-43be-8577-fb76f85b86f3	2ea16e8f-2893-4a3e-8352-5b6bcfb52ee5_gdc_realn_rehead.bam	996769bad8627ce79549fcac13fb5478	8492449031	validated
071d3977-10e0-4c48-b518-9b2033a2312a	eafb05e9-56b1-46fb-83fc-19136c59dc71_gdc_realn_rehead.bam	234b6cb8745f20fb1495fd325b372316	12594031154	validated
071e3524-4b36-43b2-b7b8-4f302ba92f33	2303689b-2194-4496-9c76-f290fcb1bb3b_gdc_realn_rehead.bam	09cdf8c2bbfa2fdcb04f4d7a0d166d61	12076039204	validated
0738f1b2-aa50-4921-82e1-d3614b40f98d	1e955781-abdf-4592-9e1d-f15f3688e5a0_gdc_realn_rehead.bam	19435367427c4b2ba5b537b9da51447d	8165976763	validated
0757336a-c287-4eb3-824b-d6bf9f1fa462	660f4bec-cc11-4eee-8518-f907df1a93e9_gdc_realn_rehead.bam	e7c46f353c4ebd859606a63c8d98aae3	6238145648	validated
07a25e72-0cd1-4aa0-8da8-3471f5233fee	a3ef4911-8e12-41d3-a8e0-f5b62f37c797_gdc_realn_rehead.bam	c468a3a8237ff05b5d9a05d5358817fb	17609580321	validated
07a5dbaf-2c79-4d5b-b6ea-99b8df0fcafc	5fa69e9a-a5c9-4c05-b4d4-3b38bbd26b09_gdc_realn_rehead.bam	d79fc12fd48382509babd67e2a42541e	13322155337	validated
07ae377d-76ef-482f-9582-660ef0b0605c	5e981bf3-7b96-420c-9c9e-bd5f6b149fc3_gdc_realn_rehead.bam	1b726e2e9dc207c82c5d10d941879b28	7775606922	validated
07b37aaa-ab28-4832-8f76-02c0fc9116a0	3d47653b-d386-4129-a817-bb6f4dd695ac_gdc_realn_rehead.bam	18be1763825397a5af798e661cb78a38	8885081056	validated
07f377f4-0bd1-4647-bf06-ff6ed553c44a	a5a65ba3-eebd-4678-bcbc-97fb95f6642d_gdc_realn_rehead.bam	2b1a3563d9fd41556b53eb6990b58887	5737781179	validated
0862c0d6-8d25-4653-800e-b80fda5bf0e3	f250f7c4-f03f-4090-b633-b0b5569cf64a_gdc_realn_rehead.bam	3b05ddcfd59d5e282fab53af50b3eeed	5626459268	validated
086db136-f3f2-42fa-aca1-63847de6ccb9	fea4eb1a-9e1c-404d-8b3c-676a29e1683f_gdc_realn_rehead.bam	ffbefa9a60cce3d8567244b1e311cdbe	5096084436	validated
08892a05-e598-42da-bdb9-4070b7ed0dd7	34b25030-c58e-4405-87e0-5199228022d4_gdc_realn_rehead.bam	d38a97c0ce9f0c9550416961334fa194	8641096082	validated
08d3546a-6027-4a46-b5b2-26d4e409fb31	26ec32b0-f1b2-4d0a-9418-bf46b2eb7da0_gdc_realn_rehead.bam	a2fd0d0c952b90fb6880d341f45edc0e	6810655045	validated
090c7817-1329-49f6-8622-e8828d2161cb	8e593cbf-a431-4f38-8f73-0f42e0e73f49_gdc_realn_rehead.bam	1fdc7a2bbbc25b54596e2a48eaa726e9	5714584549	validated
091a54cd-e3b3-4af2-828f-a80e64504f5e	c87020b9-b531-4fa4-9b5c-5e06734ff734_gdc_realn_rehead.bam	8f2d61b014ba81766356775394b465db	5579980490	validated
09291c16-3a2d-4d7c-8a50-771b8e7e6ca8	bc904cb5-224f-4a8e-89e2-10d07ef7d7ad_gdc_realn_rehead.bam	43e1f5ac1b50c3beb1d8acaa9fc5b947	7648057923	validated
095e725a-9fe3-45ef-9524-14ff73c790e3	39d3789c-475f-459b-9fbc-1d1a776cc1d4_gdc_realn_rehead.bam	ee717312e896c27b76d858c5a32e2846	14150069137	validated
09a6358a-c852-4054-b91b-66c506e02a0f	b0e5bfbf-1010-4b2d-b595-dd2316febc8c_gdc_realn_rehead.bam	c9fa265d374c00f9ad3233a69b7f944c	8611210653	validated
09c91c5f-c11c-45ce-aca8-b25833144446	62d6fac6-c8d4-4923-9bcd-b6ec8df14605_gdc_realn_rehead.bam	1def3b30d47f3554c94485c7e55142f0	4543014959	validated
09dfaf90-3adc-44b5-b713-ee9232bb9573	d9002e73-9395-4270-aa38-eaf7a8609cef_gdc_realn_rehead.bam	7f219345b01209bff36936a2ac0dc711	7560848323	validated
09e07a68-a443-4c16-a0de-78cd8aea59c0	7da433f9-5a1f-4fe9-a43d-37545ce3b6a2_gdc_realn_rehead.bam	aa43810de95aced8ea2b5fae4be1169d	7987448112	validated
0a3555d2-16fa-4798-851f-8217315a0b82	aff8161b-dc61-4887-9b9d-6219b788a65e_gdc_realn_rehead.bam	28c7db56e68bf210e616fbafb49105eb	6270205409	validated
0aabc72c-442a-4a87-8bb8-9c4fd512e0bf	ff5083b2-fc73-432a-8951-fa0d1014de8e_gdc_realn_rehead.bam	5c4103cb326a393887195807d27e6f57	6865837663	validated
0af0c741-eb45-498a-8d8c-182d1d6abd69	ee1387fe-6890-4b23-94b6-bd3586f65be5_gdc_realn_rehead.bam	dfec9cd83e70ef7e216137804a1f1e8a	12251656260	validated
0b29a025-3565-4a72-91d1-061e28c3466d	5e76b043-a284-4503-8cd7-96c078f79d1f_gdc_realn_rehead.bam	79fc9c0bb1ff87d5370fdc9a10ccd8c9	10161046019	validated
0bca30b5-0429-4400-8f4a-7becb2bf6e60	36656993-3077-4b08-8d22-b8968ad3dee4_gdc_realn_rehead.bam	30345ad1f05a58e5bb6cdf93ff5f7dbd	12584611559	validated
0be173f6-11c3-40aa-b842-c8f4c0d044eb	6dad69ca-76c1-4eb9-b075-8fdd16e5b3df_gdc_realn_rehead.bam	813725e1976efa1be3db8e0810850393	7399438991	validated
0bf23f8f-3f5b-4fd2-9495-dbb41c33abc1	213a1c0a-6089-4e80-9c3c-95d4d41909ec_gdc_realn_rehead.bam	2123405ac2820309f966888500e29c33	9804039824	validated
0c2e5219-3514-458c-8a08-444454aacaa0	ebdf2d0e-d309-442f-8e8b-e7b175bcb1c7_gdc_realn_rehead.bam	836c19184921193dc22617aba8fa55c5	9659443184	validated
0c699669-a0bb-48b3-b6e5-a5f56a9c81ee	07e45ec0-8320-47f3-889f-57962950daad_gdc_realn_rehead.bam	817e967365b72658621aa8be7bfe4af6	9191639042	validated
0c6ca788-39fc-448d-92a5-b591c94d0f0c	368eb174-17e6-4675-9496-28b53bcd9323_gdc_realn_rehead.bam	46745033e28a2d0c2f362f30674cd568	8032668733	validated
0c98666a-ab2f-4eaf-a03a-f591c4b314a5	ea44ea24-983b-4b40-85d6-5e934ee02fc1_gdc_realn_rehead.bam	a544b1ae19abd13a2c1f92fe455ef3c6	5627471629	validated
0cd484fc-df23-459f-a62f-475c0651af0c	c5c74343-c47e-4376-bf08-07ce7973578b_gdc_realn_rehead.bam	879dfe9809be3cb0031112e11ca0051a	9827145413	validated
0d37f87a-760a-472a-acba-bbc255422fbe	57c09cb3-f3fe-4a75-86f1-be4164485db4_gdc_realn_rehead.bam	6603c82a850a02d835b0c70a83a71de0	9164837175	validated
0d386bf5-a8c0-4ce5-b5f0-23dc1ee85788	e79a48d9-479b-4a4f-8b6b-f25d91134d0d_gdc_realn_rehead.bam	493fe9190cdde946180adafd0a62e268	9981838165	validated
0d3f5802-ba69-4db4-a454-d192f8c1a106	ad37f949-978f-42f2-b5b6-05263c658932_gdc_realn_rehead.bam	a58676bac79f45023b7b1575bdae098c	12499024392	validated
0d6a1eda-65eb-493e-a087-604df4f01e19	3b04d2fd-27f8-42ad-9c86-3043ae26cc71_gdc_realn_rehead.bam	38e4badff5ef3dcb7816f339ea5c27a0	9637491776	validated
0d6c06d4-95cf-449f-a9e1-143d8e342f6f	30c093f2-271e-417c-8763-175bc3bb8f3e_gdc_realn_rehead.bam	5d6d337d76cab316f2b3c2ec3eceb7b7	9503217010	validated
0e15af2a-ae69-49be-900b-c2ed46a65856	ac2a66d5-abe7-4e87-8aa0-fdbc9c027c51_gdc_realn_rehead.bam	aa5497e4c0deec99b460b813c5751fdf	12892218154	validated
0e640f08-9e41-4876-a63c-9fe962a4bc37	c121cf75-6604-41a5-bb01-b78dcb15df29_gdc_realn_rehead.bam	480302bf9554f9e74f855589285d20c7	9852767074	validated
0e67d8a7-7894-4a43-aa43-a09e8f6309ea	42faa93a-bc01-4f6b-9f3a-a9814e5c26ae_gdc_realn_rehead.bam	b8b930c13d0709e858206ec8a1f5e52e	7137073516	validated
0e985713-0492-4191-918b-fef6c23389b1	0f77bd34-e085-454c-9da6-7d1cecbed941_gdc_realn_rehead.bam	c193a600e06666bcb1ac3fee4090b315	9108911393	validated
0ebfb345-92cb-45e3-bb2b-5e087554d579	03791170-d094-4761-b9ea-09e531111921_gdc_realn_rehead.bam	063a7b63f44d89f15444b110dccfe0ef	5438944290	validated
0ec66ac4-5e35-4510-97e4-233d077baa91	24e80e81-010d-4442-a0e2-ce7acdff7097_gdc_realn_rehead.bam	120f6b97c40634d25f6a96b95486645b	7911780320	validated
0ecb5898-c6c1-4dbb-b138-d491ccd8a4e3	db90a1c8-b5e0-4bff-b453-059e29ef7e5d_gdc_realn_rehead.bam	aed3ed2566ef3cd0310e590efa437104	6183781249	validated
0f1d244c-08d1-4c7e-a3d1-129e6e1ac792	564f5ea2-ebda-445d-a3dd-ab990b4dbb3d_gdc_realn_rehead.bam	01175b0537a5c1bba4fba2e803443f57	6656878862	validated
0f2b5365-e104-42c3-81a3-06c205d6dd26	688311dc-1194-46be-88a3-6321202169b2_gdc_realn_rehead.bam	fbaacd702764b29035ee7886894eaee5	7845971136	validated
0f362a50-7a97-4dbc-8ec6-74978b6675bc	fa203b78-2d12-47af-b1c9-e68e917a4c20_gdc_realn_rehead.bam	e20c592ae14ad35474744c5cd539ee99	9669178633	validated
0f384df2-24b4-4d69-b52f-b4e0b73e56b1	92e895d1-b891-4f21-8422-b175972b11fa_gdc_realn_rehead.bam	32105dba075ce4187ddd607e3690fe4d	13264703592	validated
0f821dff-79f1-4082-9a7e-31fa763f143c	b0eed9cc-307a-4b18-a086-3767eacd8f28_gdc_realn_rehead.bam	9929c0c365fb61c400925f5b4bb61e84	7678542602	validated
0fda3d30-f0dd-425e-b10e-f31e70b3c519	253585b5-83f2-4e74-8115-c8692f7aa523_gdc_realn_rehead.bam	367ee2b4cb90c5789ce4f2e1da571360	11900434503	validated
0fdae4ee-ca68-4ba4-ba58-76058409b02f	f4a15afd-40b1-49c4-b80e-5603fc93b8d9_gdc_realn_rehead.bam	3313b3ec844d65b063679b9e85d5d3bb	8130854862	validated
1084facb-2649-4ca7-b192-c3128d11559f	50473740-c6df-4a63-a9f7-65b9e7504fdf_gdc_realn_rehead.bam	77e72c73bab3314596e005f0d55b5b4c	6207536270	validated
1086f69e-9b22-4594-b483-ecef0be9d90b	56c96f69-2e11-4af6-bbf0-8835e82bdf4e_gdc_realn_rehead.bam	085975cd544597ae03b6de3ea4b554e8	8971042823	validated
109db89b-38de-4743-9efc-4b38d8f86fb7	75317b60-e07e-45aa-a1be-d64551460cea_gdc_realn_rehead.bam	f150f556e5d374c50ccb52dd37d3e625	9671848128	validated
109e08ac-5a8f-4006-a24e-f3600d9cc4ec	be0b6314-c889-46eb-a467-12aa9ad6a221_gdc_realn_rehead.bam	46a780cf7dae80d6a7e50a3657559785	7373598445	validated
11a03fd6-55e2-4abd-9b09-8b3e4d9e269b	18687c94-958b-4311-9a9a-52b0d675ae5f_gdc_realn_rehead.bam	29b4e169e13b75483753f651122d53e1	8609220941	validated
11a3f146-efad-4f7b-99e7-c21968a3a36e	410b419a-7b9f-492d-b294-ba8f5ca2f84e_gdc_realn_rehead.bam	2c37e51b26dc93363fd43bc593dae60c	10205042678	validated
11a526b9-bd7e-4191-b025-524979fc6f2f	bcad4283-993e-40e9-853d-408d6a19f932_gdc_realn_rehead.bam	aab7763821630a0943d049c4db3a750f	7808009928	validated
11c9ecd3-a1ef-482d-a644-c2d294d0f150	35a6e6bd-223c-4abc-9d8b-8aac2fc1eda1_gdc_realn_rehead.bam	e5575cc9f4876ff586d2f31e9e96426a	7199955435	validated
11d2d362-c6e8-4cc4-b7ac-5d16ecccebe7	83cf0bbf-b908-48ce-8368-6ce5a1a6469b_gdc_realn_rehead.bam	c33108a9774a4fdd4d6cc0443b4bd8b6	7888643762	validated
11d77ef2-b3f9-4af9-8490-71f9a8c599e0	f7218063-e763-4f27-b87c-b13f264ebdb7_gdc_realn_rehead.bam	8f8ca64a89c968e348a39ff3f3877fe1	9918231711	validated
121d7e31-227d-4d40-a68e-95e15c6963eb	75cccdff-4dcb-48b4-887e-adb28b4840a5_gdc_realn_rehead.bam	e209f05614c7d2e61066c71699834d98	5573473421	validated
12473f59-359c-4306-ade3-2156e458cd05	f28818c5-8e2f-4c9e-a358-15d17b8854db_gdc_realn_rehead.bam	a5f5e718242f8db588eb951278434a0e	8043000734	validated
1337ceba-db77-4b31-ac20-1c6a8bb5f546	1361294f-4f2e-4d2a-a9dc-c5d6eb0e87c2_gdc_realn_rehead.bam	82a2faf0542b0c66ca5c627156f5f46b	6670433824	validated
134355cf-0ed3-46dc-9f13-af59bb961ad5	bb710022-8f9c-461e-8448-9c79d15bf657_gdc_realn_rehead.bam	bf246783d796ebe3664c4691e83b361a	9835541529	validated
135c800e-0517-47a5-835c-3b3425f7c3b7	007dfe27-2bdb-4932-849a-b38af7fd29ee_gdc_realn_rehead.bam	c4599ff5e699bf418452ccc17ac51af8	3591545236	validated
13c1aa68-1b3f-4701-ae6d-0ce41a65f157	d4688985-07fd-462d-8606-0f8b1289ed70_gdc_realn_rehead.bam	2d95f9b5ae4b955e49f5277f91fad6bc	7768479269	validated
13c65ce4-0a79-4541-a2b9-54b8fb394499	619e059e-2915-41ed-92c6-1faa23cd4f0c_gdc_realn_rehead.bam	ee45883167b020ed93b4e245c02d9fd0	10111842886	validated
13e61c23-0a31-4ccb-bce1-0bad97621db1	181be1b5-600a-4e76-a323-5ba04e54fc8b_gdc_realn_rehead.bam	e4764311ff1cbe8938c6b9eb7904415b	8365603717	validated
14201682-0c8d-49c7-a5e1-7026e1a07b69	a3653cef-39af-4574-940a-ea176886074a_gdc_realn_rehead.bam	3cce8b7922dc884a41ba4019910ff4c4	8762926790	validated
14533d48-1b2d-42c2-9b92-5bbf20f6a242	473755b0-7030-48ff-9d4c-ade86eb642b3_gdc_realn_rehead.bam	e949d40122ab2342d363b055b7a3516b	7232247340	validated
148d5aec-6026-46b5-b40c-38a1198175ab	e8162e7c-1a61-4639-8a2c-71a678f6d7fa_gdc_realn_rehead.bam	9e0a6841f0fad46419b0a51a456ed5bd	7260185121	validated
1537f6fb-8799-4765-bbc4-2e2ce274aa46	78ccb74d-c399-4eb7-9ee2-a934c53668cf_gdc_realn_rehead.bam	78703597c0cdd3cd478ef59ac652f2ba	6975776892	validated
15deb498-51d8-457a-b801-3863f55a2f33	333235a9-7f96-4379-8e65-ceffdb09c007_gdc_realn_rehead.bam	215ccb806a9640fba224c611c1f2ffa2	9424737445	validated
1611c746-9002-46a1-8892-cf8592b6b3c5	a4cd327d-275b-4ed5-97f3-a4df072683ce_gdc_realn_rehead.bam	7070b15deb372b5f0db2c473942a7331	7325616188	validated
1629645c-b889-48a5-9907-8ce6033bcfd2	6804c0cd-963c-4b54-8559-8a9f7b83b98a_gdc_realn_rehead.bam	52640e20bcadbe0abbd75e3be5d508cc	4936756813	validated
164f86df-dec9-44ef-b1c7-2ee5d33617be	2360a9b2-fe19-42a6-b802-dcc88adcc1a5_gdc_realn_rehead.bam	497e79cbb64e1e0ffd4a6d2f9bbd1e79	7023848582	validated
1657bc3b-7477-4194-aa80-edc27ea4380d	0510776c-56a5-478d-8696-4bc4bb9f2526_gdc_realn_rehead.bam	3418f2b4b67de59a18167bd43a9bf59d	8574283037	validated
1695d136-a146-41e1-8428-60491eab33dc	a7ae64d1-9319-4f87-a568-2bad0ed8b12d_gdc_realn_rehead.bam	3ed4f11255211ea64f811957f83dce83	8189386591	validated
169c390c-a211-4db0-a983-9bf5d6eee16e	8a567471-5a93-4987-987a-ccf7e5bf1d32_gdc_realn_rehead.bam	c017917d322fbd47703f0c2400ba62de	5525301285	validated
169f770d-0d3f-4579-9418-93204d0e5a1f	9442bbd0-3d77-4d41-bb15-5c5d8fbb211f_gdc_realn_rehead.bam	f9c823dea0a0af3e32ed3d303e664a37	7070907867	validated
16c146d7-1d5c-4561-867e-1a45e1626b30	74e417e4-ea6b-4943-bf1b-354a3e8f6120_gdc_realn_rehead.bam	257d9f66126d9c7a8b133dbc77074d39	7160492034	validated
1715d7ef-7759-4668-ad9b-1d7c167c426d	ee5a223a-7d02-4c6b-ba44-28e6a9e677fb_gdc_realn_rehead.bam	49578e250bc82b4e2f3d10cf04c0035e	6937321744	validated
174cb7dc-b1a7-4a88-9866-7235852ea43f	88739b43-709c-4172-9aca-48c9a40f6dbf_gdc_realn_rehead.bam	df8e425adf918d0600c9492413e4ba5a	10998757953	validated
17a5e9eb-a036-46d1-aaf5-25cf66096005	24639fc4-17e4-4b17-bcb2-c4a57e527785_gdc_realn_rehead.bam	0b5d40fc5931a49dd14c2059dd91b1b4	9098504337	validated
17c7352c-2add-4481-93f9-6f31b3794e07	bd95db3e-a6a5-40dd-8efc-0db62e782a45_gdc_realn_rehead.bam	055e44b8fedd42a57c1d912437f2685a	11541374517	validated
17cf6364-e228-4ee9-bffa-d1ad75f4152b	b12e1f6f-d953-4e32-915f-341f348def58_gdc_realn_rehead.bam	6bf67fcf7fa701a287ceb756f910c49d	8831333583	validated
185a2892-ff37-4c93-9d11-f2770ad584dd	f8e9fdc5-a3b3-4da7-947c-05bcd63c7515_gdc_realn_rehead.bam	c9c22336a15a7f51b6e04e1c8dd1fa76	7357491935	validated
186dc2a0-0c42-43f8-8d94-799eaffc110b	d5ae7131-6b01-45a8-965e-f52e3be86575_gdc_realn_rehead.bam	3c09334bacfc5699c7d9d713baa05bdd	7175980580	validated
18ba2161-a3a2-43d7-9568-75665a8af3d6	d9e37d00-113b-4248-98f2-bd6987c674c0_gdc_realn_rehead.bam	3b1ec3b7a69a5cca7f5dc21c609e352f	4995369205	validated
1907a813-f311-4878-b7c0-c141497e9e6b	50ce0841-b9b0-4adc-a64f-856bcc8b9d48_gdc_realn_rehead.bam	de96734efaa75758228b7667321587ec	11406719692	validated
195702be-8582-453c-a2c6-3d0399968783	11893486-5324-4550-a1d8-39c5eaf07929_gdc_realn_rehead.bam	f8a4467f4037eebea63fb3563df9f572	9043529809	validated
196c1c84-0aa8-4e9b-8796-045272eb843c	ad8149df-e4a5-4443-bb57-b7ce0f2685db_gdc_realn_rehead.bam	0b383fda3e347a512eb494b9bc797bf5	8455506398	validated
196cd9b1-0b59-41fe-9832-40aa699f4780	19740426-095e-4da1-8a4a-678af456fc96_gdc_realn_rehead.bam	f8f542ded1a4f750a98531514ff7fdd0	11933444758	validated
19cc48e9-4202-47ba-a2ed-af8d78b446a6	61e2af2e-522a-4ac8-b4c6-43bd66e26de4_gdc_realn_rehead.bam	20e3b85cdafe4f78952d2658739b9258	6818196290	validated
1a00aa25-fd76-4223-8474-3a408dc6a002	c92b3b05-9cdf-4dba-8f8e-e12e82b8e9ec_gdc_realn_rehead.bam	8a5b8e7e2ef29863be3d7e2a3722aa03	13863483099	validated
1a0fe7fd-6e05-495b-afa1-ce0bc0c1451a	2445b8f0-aa3a-4efd-a9aa-b7a720ecc8b7_gdc_realn_rehead.bam	6ae034e563e40b58e7736f536c7b4e01	6128482649	validated
1a568212-e8f4-48b5-8bb6-857e79d9b0a2	fbfb50b3-c8ac-47ff-9d37-f7298baf090d_gdc_realn_rehead.bam	d6daea023ce90ccd7ef265110086b06c	9670114429	validated
1a9c8b89-47a9-4e83-b119-9f9cab11279d	fb76cae1-8b63-4459-9c06-597dfd080a66_gdc_realn_rehead.bam	c359dd4af3c107168164ea3ecf3bf027	8896807408	validated
1ababff4-98f7-4595-a814-7f1b81ec8cf2	60d0d147-5398-45a2-9e16-010cf347760c_gdc_realn_rehead.bam	b4158293ed3568a9d329970137e86998	10420524467	validated
1ae175e9-4c8f-44ca-bf2f-380524c8b7a7	fdda928b-241d-4f11-bb99-2ee20d0e00eb_gdc_realn_rehead.bam	890b27fbf2d1c2bfc6e4e894fa1c2b30	9219133326	validated
1af43803-7afa-4d2b-aa78-2dec84c1e702	0ca0909d-1c71-4d91-a0e9-8891b66250cd_gdc_realn_rehead.bam	a168b8fc91c47c77482a8f69cbff023c	8534381560	validated
1b2877ac-94a0-464c-b58b-9ce2f16aff37	2d278be8-5f6b-4a8c-be87-c47f514b5fa1_gdc_realn_rehead.bam	17933d085c0eda5652afd880b5a2ad8f	8609897884	validated
1b2c3d03-0c5e-4918-b233-73142d295c58	28c60740-f5b4-4ab1-b13a-15765f71ef40_gdc_realn_rehead.bam	c8264140c5ddfb057c4352e1cd651775	7056266965	validated
1bd4a984-186d-4d3c-9757-a51c3440b9aa	d1779539-874c-4618-acda-cd9644a199f0_gdc_realn_rehead.bam	7fc86d13c70d35449392f2bc0672cdd5	10180578663	validated
1c0dfd80-5a46-422e-a499-68305de17716	9830a4f8-c5db-4716-b64a-a30f94dbd981_gdc_realn_rehead.bam	161cf7b9709309091fa9d6645156dc58	6017335111	validated
1c46dae1-6cd7-452a-81c4-5c1ae6aa9148	c79fd4ee-51a2-4566-b6fd-7c883e5f09d6_gdc_realn_rehead.bam	f727befb1aae1c1b2fd5a6422402fca4	6619098641	validated
1c6b6973-2cec-4d08-b7cc-0df69e17a7d6	940d00a8-d8da-43b6-854d-8f36727845b0_gdc_realn_rehead.bam	cee13852e407d30c2cdbca2bcf812724	11653194912	validated
1d833795-c479-46ad-a3eb-af5421492603	6c9deb48-29f6-492c-957b-b765f1511982_gdc_realn_rehead.bam	eddf8256155bcf04d4c99049dc002223	8310370689	validated
1d944f9e-3fa1-46ae-9e30-6df7596cfeba	d38e79bc-dab0-4b59-a49a-e5d10a30e2a1_gdc_realn_rehead.bam	f02658327fd3d231d0bcce762c69ab10	11660842244	validated
1da0d786-ad11-4b00-b5d3-94aad3735659	f332c9d2-4b58-4e68-bc6e-5ca7ca10c796_gdc_realn_rehead.bam	bba568d3fbc9d3a18fd04b0d1cc26bcb	5757734729	validated
